product_name,brands,categories_en,origins_en,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,nutrition-score-fr_100g
Pruneaux d'agen,Lou Prunel,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Fruits,Dried plant-based foods,Dried fruits,French fruits,Dried prunes,fr:Pruneaux d'Agen",France,971.0,0.5,0.1,52.0,37.0,1.5,0.0,0.0
Farine de blé noir,Le Moulin du Don,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Buckwheat flours",France,1448.0,3.3,0.7,58.2,0.8,13.8,0.01,-6.0
Choucroute crue Bio lacto-fermentée,Wagner,"Meals,Sauerkrauts",France,105.0,0.5,0.2,3.1,0.3,1.3,1.5,2.0
Choucroute cuisinée bio,Chou'Delis,"Meals,Sauerkrauts",Foreign,122.0,3.4,0.4,0.1,0.0,0.4,1.0,-4.0
Jus de pommes bio,Le P'tit Fausset,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Squeezed juices,Apple juices,Squeezed apple juices,Unsweetened beverages",France,234.0,0.0,0.0,12.0,12.0,0.0,0.0,6.0
Salade Océane 3 Algues Bio 50G Bord à Bord,Bord à Bord,"Plant-based foods and beverages,Plant-based foods,Seafood,Dried products,Dried plant-based foods,Seaweeds and their products,Dried seaweeds",France,950.0,1.3999999761581001,0.10000000149011999,21.0,0.10000000149011999,18.0,3.9000000953674,12.0
Haricots de mer au naturel,Bord à bord,"Plant-based foods and beverages,Plant-based foods,Canned foods,Seafood,Canned plant-based foods,Seaweeds and their products,Sea spaghetti seaweeds",France,109.0,0.2,0.2,4.8,1.1,1.3,1.7,7.0
Gaufrettes aperitives,Bord À Bord,"Snacks,Salty snacks,Appetizers,Crackers",France,2050.0,21.0,2.0,62.0,2.5,10.0,2.0,15.0
Tartare D'algues classique,Bord a bord,"Plant-based foods and beverages,Plant-based foods,Canned foods,Seafood,Canned plant-based foods,Seaweeds and their products,Canned seaweeds,Seaweed spread",France,1125.0,27.7,4.2,5.6,1.2,2.4,1.0,11.0
Paris Cola,Paris Cola,"Beverages,Carbonated drinks,Sodas,Colas,Sweetened beverages",France,186.0,0.0,0.0,10.9,10.9,0.0,0.0254,15.0
Paris Cola,Paris Cola,"Beverages,Carbonated drinks,Sodas,Colas,Sweetened beverages",France,186.0,0.0,0.0,10.9,10.9,0.0,0.01,15.0
Cola,Paris Cola,"Beverages,Carbonated drinks,Sodas,Colas,Sweetened beverages",France,186.0,0.0,0.0,10.9,10.9,0.0,0.0254,15.0
Eau de source,Source des Pins,"Beverages,Waters,Spring waters,Mineral waters",France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Château Virant Famille Cheylan Aix-en-Provence AOP,Oliviers & Co,"Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Vegetable fats,Vegetable oils,Olive oils,Olive oils from France,Extra-virgin olive oils,Olive oil from Aix-en-Provence",France,3768.0,99.8,15.1,0.0,0.0,0.0,0.0,6.0
6 Chipolatas supérieures,Sovivo,"Meats,Prepared meats,Sausages,French sausages,Chipolatas",France,774.0,12.4,4.3,0.7,0.6,17.7,1.9,14.0
12 chipolatas,Sovivo,"Meats,Prepared meats,Sausages,French sausages,Chipolatas",France,920.0,17.2,7.0,1.0,0.6,15.2,1.81,16.0
Huile d'olive vierge extra extrait à froid,L'Oulibo,"Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Vegetable fats,Vegetable oils,Olive oils,Extra-virgin olive oils",France,3700.0,99.9,13.8,0.0,0.0,0.0,0.0,6.0
Huile d'olive vierge extra,L'oulibo,"Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Vegetable fats,Vegetable oils,Olive oils,Extra-virgin olive oils",France,3761.0,99.9,13.8,0.0,0.0,0.0,0.0,6.0
Huile d'olive vierge extra,L'Oulibo,"Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Vegetable fats,Vegetable oils,Olive oils,Extra-virgin olive oils",France,3700.0,100.0,14.0,0.0,0.0,0.0,0.0,6.0
Grüne &quot;Lucques&quot; Oliven Nature,L'Oulibo,"Plant-based foods and beverages,Plant-based foods,Pickles,Olive tree products,Plant-based pickles,Olives,Green olives,Green olives in brine",France,611.0,14.0,2.4,3.3,0.5,1.5,3.4,13.0
Lucques Oliven Sorte Gourmet,L'Oulibo,"Plant-based foods and beverages,Plant-based foods,Pickles,Olive tree products,Plant-based pickles,Olives,Black olives",France,1063.0,27.0,4.5,2.3,0.5,1.3,4.1,12.0
Picholine,L'Oulibo,"Plant-based foods and beverages,Plant-based foods,Pickles,Olive tree products,Plant-based pickles,Olives,Green olives",France,741.0,18.0,2.7000000476837003,3.2999999523162997,0.5,1.2999999523163,3.2999999523162997,14.0
Olives vertes  gout anchois,L'Oulibo,"Plant-based foods and beverages,Plant-based foods,Pickles,Olive tree products,Plant-based pickles,Olives,Green olives,Green olives in brine",France,611.0,14.0,2.4,3.3,0.4,1.5,3.4,13.0
Picholine olives vertes au fenouil,L'Oulibo,"Plant-based foods and beverages,Plant-based foods,Pickles,Olive tree products,Plant-based pickles,Olives,Green olives",France,729.0,18.0,2.7,3.3,0.5,1.3,3.3,14.0
Huile d olive,L’oulibo,"Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Vegetable fats,Vegetable oils,Olive oils,Extra-virgin olive oils",France,3761.0,100.0,14.0,0.0,0.0,0.0,0.0,6.0
Huile d'olive extra vierge BIO,L'Oulibo,"Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Vegetable fats,Vegetable oils,Olive oils,Extra-virgin olive oils",France,3761.0,100.0,14.0,0.0,0.0,0.0,0.0,6.0
Huile d'olive vierge,L'Oulibo,"Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Vegetable fats,Vegetable oils,Olive oils,Extra-virgin olive oils,Virgin olive oils",France,3700.0,100.0,14.0,0.0,0.0,0.0,0.0,6.0
Perles coco au jaune d'œuf,"Picard,SFPA","Snacks,Sweet snacks,Biscuits and cakes,Pastries,fr:boules-de-coco",France,1054.0,7.1,5.1,43.8,14.3,2.4,0.182,10.0
Nonettes aux Noix du Périgord,Lou Cocal,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Dry biscuits",France,2060.0,18.6,5.0,70.0,51.1,9.8,0.1,20.0
Gâteau aux noix du Périgord,Lou Cocal,"Snacks,Sweet snacks,Biscuits and cakes,Cakes,fr:gateaux-aux-noix",France,2100.0,28.1,10.3,53.2,33.8,8.1,0.1,23.0
Noix du Périgord AOP Grillées au caramel,Lou Cocal,"Snacks,Sweet snacks",France,2192.0,34.8,4.0,42.3,38.01,9.0,0.0,17.0
Gâteau aux Noix du Périgord & Chocolat,"Lou Cocal,Maison Lou Cocal","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Chocolate cakes,fr:gateaux-aux-noix",France,2264.0,35.2,16.6,43.4,35.7,10.3,0.1,23.0
Bloc de foie gras de canard,"De Montagnaque,De Montagnac","Fish and meat and eggs,Foies gras,Foies gras from ducks",France,2017.0,50.0,20.5,2.1,0.9,5.9,1.12,20.0
Boisson HP HC,Delical,"Beverages,Dairies,Dairy drinks,fr:boisson-hyperprotidique",France,628.0,4.4,2.8,17.6,8.0,10.0,0.1,-1.0
Limonade Zero,Lorina,"Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Lemonade,fr:limonades-edulcorees",France,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Citron de Sicile,Lorina,"Beverages,Carbonated drinks,Sodas,Lemonade,Sweetened beverages",France,134.0,0.5,0.0,7.9000000953674006,7.9000000953674006,0.5,0.0099999997764826,11.0
La Grenade,Lorina,"Beverages,Carbonated drinks,Sweetened beverages",France,165.0,0.0,0.0,9.7,9.7,0.0,0.0,13.0
Fraise bio,"Lorina,Geyer Frères","Beverages,Carbonated drinks,Sweetened beverages,fr:boissons-aromatisees",France,151.0,0.5,0.1,9.1,9.0,0.5,0.01,12.0
soda aux agrumes de Corse,Lorina,"Plant-based foods and beverages,Beverages,Plant-based beverages,Carbonated drinks,Fruit-based beverages,Sodas,Fruit sodas,Sweetened beverages",France,146.0,0.5,0.1,8.8,8.7,0.5,0.0,11.0
Lait de brebis pasteurisé,Bergers Du Larzac,"Dairies,Milks,Pasteurised milks,Sheep milks",France,427.0,6.7,4.8,4.5,3.9,5.9,0.12,2.0
"Fromage de brebis au lait thermisé Lou Larzac, 27%MG",Bergers du Larzac,"Dairies,Fermented foods,Fermented milk products,Cheeses,Sheep's-milk cheeses,Thermised milk cheeses,fr:fromages-a-pate-molle",France,1377.0,28.0,20.0,3.0,0.5,18.0,0.62999999523163,11.0
L'Encalat,Bergers du Larzac,"Dairies,Fermented foods,Fermented milk products,Cheeses",France,1301.0,27.0,20.0,0.5,0.5,17.0,1.0,12.0
Lait de brebis pasteurisé,Bergers du Larzac,"Dairies,Milks,Pasteurised milks,Sheep milks",France,427.0,6.7,4.8,4.5,3.9,5.9,0.12,2.0
Brousse de Brebis Bio,Bergers du Larzac,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh cheeses,Pasteurized cheeses,Sheep's-milk cheeses,Brousse",France,732.0,13.0,10.0,4.4,3.5,10.0,0.15,6.0
Yaourt au lait de brebis nature,Bergers du Larzac,"Dairies,Fermented foods,Fermented milk products,Yogurts,Plain yogurts,Sheep milk Yogurts",France,427.0,6.7,4.8,4.5,3.9,5.9,0.12,2.0
Foie gras de canard entier du Sud-Ouest,"Secret d eleveurs,Secret d'Éleveurs","Fish and meat and eggs,Foies gras,Foies gras from ducks,Whole foies gras",France,1551.0,34.9,15.18,3.8,2.0,11.6,1.74,21.0
Foie Gras de Canard Entier du Sud-Ouest,"Secret d'Eleveurs,Les Fermiers Occitans","Fish and meat and eggs,Foies gras,Foies gras from ducks,Whole foies gras",France,1551.0,34.9,15.18,3.8,2.0,11.6,1.74,21.0
Œuf Entier Liquide Pasteurisé,TransGourmet,"fr:ovo-produits,fr:oeufs-liquides",France,594.0,10.0,3.3,0.9,0.9,12.0,0.3,0.0
Caramel au Beurre des Alpes,DV SAS,"Snacks,Sweet snacks,Confectioneries,Caramels,fr:caramels-au-beurre",France,1643.0,6.5,4.3,80.0,67.0,2.5,0.4,19.0
Jus d'orange blonde Alain Milliat,Alain Milliat,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Orange juices",France,184.0,0.0,0.0,9.4,8.7,0.7,0.0,3.0
Confiture Extra Myrtille,Alain Milliat,"Plant-based foods and beverages,Plant-based foods,Spreads,Breakfasts,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Berry jams,Bilberries jams",France,930.0,0.0,0.0,53.0,53.0,0.0,0.04,11.0
Jus de Pomme France Bio,Alain Milliat,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Apple juices",France,228.0,0.0,0.0,10.3,10.3,0.0,0.0,5.0
pains libanais,la Boulangère ... pains du... monde,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads",France,1368.0,1.6,0.4,67.0,6.1,9.7,0.01,-2.0
Farine de sarrasin,MelBio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Buckwheat flours",France,1582.0,2.1,0.3,75.0,1.2,11.9,0.01,-6.0
Farine de seigle T130,MelBio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Rye flours,Rye flours Type 130",France,1389.0,1.4,0.3,64.8,1.6,9.1,0.01,-6.0
Farine de ble T55,MelBio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,White wheat flours",France,1418.0,1.2,0.2,69.1,1.1,11.0,0.01,-5.0
Farine T65,MelBio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Common wheat flours,Wheat flour type 65",France,1402.0,0.8,0.2,69.0,1.9,12.0,0.01,-5.0
Farine de blé t 80,Melbio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Common wheat flours,Semi-polished wheat flours",France,1414.0,1.2,0.2,68.1,1.8,11.6,0.01,-6.0
Farine de blé T110,MelBio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Common wheat flours,Wheat flour T110",France,1439.0,1.4,0.2,68.0,1.9,12.0,0.01,-1.0
Farine de blé T150,MelBio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Whole wheat flours",France,1356.0,1.4,0.2,59.6,1.8,12.1,0.01,-6.0
Son de blé,MelBio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Bran,Cereal brans,Wheat brans",France,1113.0,4.6,0.7,71.7,3.2,16.0,0.0,-7.0
Farine d'épeautre T110,MelBio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Common wheat flours,Wheat flour T110,Spelt flours,T110 Spelt flours",France,1473.0,2.5,0.2,64.0,1.7,14.2,0.01,-6.0
Couscous complet,MelBio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Cereal semolinas,Wheat semolinas,Durum wheat semolinas",France,1506.0,2.0,0.4,70.0,3.0,12.5,0.01,-6.0
Farine petit épeautre T150,MelBio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Whole wheat flours,Einkorn wheat flours,Whole einkorn wheat flours",France,1418.0,3.8,0.7,59.0,2.0,12.0,0.01,-6.0
Smoothie Kiwi Pomme Ananas,"Nu,191kcal 1g matières grasses,812kj,5.9 fibre 43.2glucides 2.3protéine 0sel","Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Multifruit juices,Smoothies,Squeezed juices,Squeezed multifruit juices",France,246.0,0.3,0.0,13.0,13.0,0.7,0.0,7.0
Les Bio D'Argoat,"Le clos st jacques,Fermier Argoat","Farming products,Eggs,Labeled-eggs,Labeled-products,Organic-eggs,fr:oeufs-biologiques",France,594.0,9.86,0.0,0.8,0.22,12.6,0.0,-4.0
Caviar d'Aquitaine,Sturgeon,"Fish eggs,Caviars,Farmed caviars,Baeri caviars",France,1088.0,16.0,3.7,1.5,0.7,26.0,3.3,16.0
Caviar d'Aquitaine,Akitania,"Fish eggs,Caviars,Farmed caviars",France,1071.0,16.4,3.7,1.5,0.7,25.6,3.3000000000000096,16.0
Caviar d'Aquitaine,Ikka,"Fish eggs,Caviars,Farmed caviars,Baeri caviars",France,1071.0,16.4,3.7,1.5,0.7,25.6,3.3000000000000096,16.0
Marrons entiers bio,"Cueillettes cuisine,Roger Descours","Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Chestnuts",France,741.0,1.3,0.2,35.6,8.3,2.6,0.1,-3.0
Marrons Cuits,Roger Descours,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Shelled nuts,Chestnuts,Shelled chestnuts",France,749.0,1.3,0.2,35.6,8.3,2.6,0.1,-3.0
Farine épeautre ancien,Biocoop,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Common wheat flours,Wheat flour T110,Spelt flours,T110 Spelt flours",France,1443.0,1.8,0.2,68.0,1.5,12.0,0.0,-6.0
Farine de blé - T55 blanche,"Ensemble,Biocoop","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,White wheat flours",France,1485.0,1.9,0.0,71.0,2.2,10.0,0.0,-5.0
Farine de blé T65 blanche,Ensemble,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Common wheat flours,Wheat flour type 65",France,1464.0,1.8,0.0,73.0,2.2,11.0,0.0,-5.0
Farine de blé T110 complète,Biocoop,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Common wheat flours,Wheat flour T110",France,1464.0,1.9,0.0,71.0,2.2,10.0,0.0,-5.0
Farine de froment T150 Intégrale,Biocer,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Wheat flours,Common wheat flours,Whole wheat flours,Whole common wheat flours",France,1464.0,1.9,0.0,71.0,2.2,10.0,0.0,-5.0
Farine De Seigle T130 complète,Ensemble,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Rye flours,Rye flours Type 130",France,1452.0,1.9,0.0,70.0,6.0,7.5,0.0,-4.0
Farine de sarazin,Ensemble,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Buckwheat flours",France,1461.0,3.5,0.7,63.0,1.4,13.0,0.0,-6.0
Farine grand épeautre T130 Complète,"Biocoop,Ensemble","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours,Cooking helpers,Wheat flours,Pastry helpers,Bread flours,Spelt flours",France,1448.0,2.5,0.1,67.0,2.2,10.0,0.02,-6.0
Farine 5 Céréales Type 130 Complète,"Biocoop - Biocer,Biocer -Biocoop,Ensemble","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours,Cereal flours",France,1443.0,2.0,0.0,68.0,3.6,10.0,0.0,-6.0
Nectar de letchis,Albius,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit nectars,fr:nectars-de-litchi",France,209.0,0.0,0.0,12.45,12.43,0.41,0.01,14.0
Papaye confiture extra,Royal Bourbon,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Spreads,Breakfasts,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Tropical fruit jams,Fruit-jams",France,1013.0,0.15,0.05,55.0,55.0,0.45,0.08,8.0
Le Grand Cru,Charal,"Meats,Frozen foods,Steaks,Frozen meats,Ground steaks,Frozen steaks,Frozen ground steaks",France,803.0,12.0,4.699999809265099,0.0,0.0,21.0,0.21999999880791002,1.0
Pruneaux moelleux,Biolo'Klock,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Dried prunes",France,774.0,0.7,0.1,45.0,44.7,2.5,0.0,0.0
Cerises séchées,Biolo'Klock,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits",France,1293.0,0.2,0.2,58.9,58.9,5.0,0.021,0.0
Confiture de figues - Bioloklock,Bioloklock,"Plant-based foods and beverages,Plant-based foods,Spreads,Breakfasts,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Figs jams",France,975.0,0.2,0.08,56.0,55.1,1.0,0.0,9.0
Confiture de myrtilles,Biolo Klock,"Plant-based foods and beverages,Plant-based foods,Spreads,Breakfasts,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Berry jams,Bilberries jams",France,977.0,0.2,0.0,56.0,55.5,0.6,0.0,11.0
Confiture de Pomme Juliet Noix,Biolo'Klock,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Spreads,Breakfasts,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Apple jams,Fruit-jams",France,1067.0,2.8,0.3,55.1,54.7,0.8,0.0,11.0
La pointe de brie,Carrefour,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Soft cheeses with bloomy rind,French cheeses,Bries,Pasteurized cheeses",France,1498.0,32.0,22.0,0.0,0.0,17.0,1.3,14.0
Purée de pommes de terre en flocons,Carrefour,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Meals,Dried products,Dried products to be rehydrated,Potato preparations,Purées,Mashed potatoes,Instant mashed potatoes",France,1569.0,0.2,0.1,81.0,1.8,7.2,0.1,-2.0
Crème glacée au Chocolat noir Carrefour,Carrefour,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream tubs,Chocolate ice cream tubs",France,929.0,11.0,6.9,27.0,24.0,4.0,0.2,12.0
Cookies Choco,Carrefour,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Drop cookies,Chocolate chip cookies",France,2069.0,26.0,13.0,58.0,32.0,5.5,1.2,25.0
Cola Classic Carrefour,Carrefour,"Beverages,Carbonated drinks,Sodas,Colas,Sweetened beverages",France,111.0,0.0,0.0,6.5,6.5,0.0,0.0254,9.0
Fromage de brebis,Carrefour,"Dairies,Fermented foods,Fermented milk products,Cheeses,Sheep's-milk cheeses",France,1126.0,23.0,16.0,0.8,0.8,16.0,2.8,18.0
Les Boudoirs,Carrefour,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Dry biscuits,Sponge fingers biscuit",France,1653.0,3.6,1.0,82.0,52.0,7.1,0.1,13.0
Épinards hachés en portions,Carrefour,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Fresh foods,Frozen plant-based foods,Fresh plant-based foods,Frozen vegetables,Leaf vegetables,Fresh vegetables,Spinachs,Frozen spinachs",France,117.0,0.5,0.0,2.8,0.6,2.3,0.19,-8.0
Champignons de paris entiers 1er choix,Carrefour,"Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Mushrooms and their products,Mushrooms,Canned mushrooms,Canned champignon mushrooms,Canned whole champignon mushrooms",France,79.0,0.0,0.0,0.6,0.5,2.2,0.699999999999999,-5.0
Champignons de Paris,Carrefour,"Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Mushrooms and their products,Mushrooms,Canned mushrooms,Canned champignon mushrooms",France,79.0,0.0,0.0,0.6,0.5,2.2,0.7,-5.0
Les légumes Minute Macédoine de légumes  Déjà cuits,Carrefour,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables",France,204.0,0.5,0.1,6.3,2.9,2.9,0.09,-10.0
Fromage de brebis,Grand Jury,"Dairies,Fermented foods,Fermented milk products,Cheeses,Pasteurized cheeses,Sheep's-milk cheeses",France,1138.0,23.0,16.0,0.8,0.8,16.0,2.8,18.0
Crème anglaise,"En Cuisine,Carrefour","Groceries,Dairies,Sauces,Dessert sauces,Light custard cream with vanilla",France,391.0,2.1,1.3,15.0,13.0,3.4,0.12,2.0
Le Petit Brie - 500 g,"Carrefour,- carrefour market","Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cow cheeses,Soft cheeses with bloomy rind,French cheeses,Bries,Industrial cheese",France,1416.0,30.0,21.0,1.0,0.5,17.0,1.3,14.0
pousses de haricot mungo,carrefour,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Pulses,Sprouts,Canned sprouts,Canned legume sprouts,Sprouted mung beans,Canned mung bean sprouts",France,99.0,0.2,0.1,2.8,2.0,1.9,0.4572,0.0
Choux-Fleurs,"Carrefour Bio,Carrefour","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Fresh foods,Frozen plant-based foods,Fresh plant-based foods,Frozen vegetables,Leaf vegetables,Fresh vegetables,Cauliflowers,Frozen cauliflower florets",France,131.0,0.9,0.2,2.1,1.8,2.9,0.03,-7.0
Céréales chocolat caramel Fusion,Carrefour,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breakfasts,Cereals and their products,Breakfast cereals",France,1665.0,5.2,0.9,76.0,27.0,8.4,0.4,0.0
"Fromage à tartiner Noix, aromatisé",Carrefour,"Dairies,Fermented foods,Spreads,Fermented milk products,Salted spreads,Cheeses,Fresh foods,Cow cheeses,French cheeses,Pasteurized cheeses,Cheese spreads,Cheeses with walnuts,Cream cheeses,Industrial cheese",France,1078.0,25.0,17.0,3.0,3.0,6.0,1.2,15.0
Pointe de Brie,Grand Jury,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Soft cheeses with bloomy rind,French cheeses,Bries,Pasteurized cheeses",France,1498.0,32.0,22.0,0.02,0.01,17.0,1.2,14.0
Velouté aux  Légumes du Soleil,Carrefour,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Meals,Soups,Cream soups,Vegetable soups,Cream of vegetable soups,fr:Veloutés de légumes du soleil",France,139.0,1.5,0.3,3.4,2.2,0.9,0.62,1.0
Emmental râpé,Carrefour,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cooked pressed cheeses,Cow cheeses,Emmentaler,Grated cheese,Grated emmentaler",France,1506.0,28.0,20.0,0.0,0.0,27.0,0.9,12.0
Petits pois  Extra-fins,Carrefour,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Fruits and vegetables based foods,Legumes,Canned plant-based foods,Vegetables based foods,Canned vegetables,Canned legumes,Green peas,Canned peas",France,381.0,0.9,0.2,12.0,4.1,5.6,0.67,-10.0
Macédoine de Légumes,Carrefour,"Meals,Prepared vegetables,Starters,Cold starters,Prepared-vegetables-macedoines",France,159.0,0.5,0.1,5.0,1.1,2.08,0.7,-2.0
Carottes Extra-Fines,Carrefour,"Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Canned vegetables,Carrots,Canned carrots",France,100.0,0.5,0.1,3.8,2.9,0.7,0.530000000000001,-5.0
Flageolets,Carrefour,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Canned plant-based foods,Canned legumes,Canned common beans,Canned flageolet beans",France,365.0,0.6,0.1,12.0,0.5,5.4,0.81,-4.0
Haricots beurre extra-fins,Carrefour,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Fruits and vegetables based foods,Legumes,Seeds,Frozen foods,Legume seeds,Vegetables based foods,Frozen plant-based foods,Pulses,Frozen legumes,Frozen vegetables,Butter beans,Frozen butter beans",France,146.0,0.0,0.0,4.1,2.3,2.1,0.03,-10.0
Épinards hachés,Carrefour,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables,Leaf vegetables,Spinachs,Frozen spinachs",France,134.0,1.0,0.4,2.8,1.4,1.8,0.5,-6.0
Haricots verts Extra fins,Carrefour,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Fruits and vegetables based foods,Legumes,Canned plant-based foods,Vegetables based foods,Canned vegetables,Green beans,Canned legumes,Canned green beans",France,100.0,0.5,0.1,2.3,0.5,1.3,0.41,-7.0
Haricots verts  extra fins,Carrefour,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Fruits and vegetables based foods,Legumes,Canned plant-based foods,Vegetables based foods,Canned vegetables,Green beans,Canned legumes,Canned green beans",France,106.0,0.5,0.1,2.8,0.5,1.6,0.64,-6.0
