product_name,brands,categories_en,origins_en,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,nutrition-score-fr_100g
Sachet sticks,Boehli,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1590.0,2.5,0.3,76.3,2.5,11.2,2.8,11.0
Sticks D'alsace,Boehli,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1590.0,2.5,0.3,76.3,2.5,11.2,2.8,11.0
Sachet bretzels moyennes,Boehli,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1648.0,4.0,0.4,76.2,2.0,11.4,3.5,11.0
Tubo sticks/bretzels,Boehli,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1602.0,2.9,0.4,76.2,2.0,11.2,3.0,11.0
Cubi rondzels,Boehli,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1590.0,4.7,0.5,76.1,1.7,11.2,3.0,9.0
Tubo Sticks & bretzels d'Alsace,Boehli,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1602.0,2.9,0.4,76.2,2.0,11.2,3.0,11.0
Sachet vrac Mini Bretzels,Boehli,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1607.0,3.2,0.4,76.2,1.8,10.8,3.5,11.0
Sachet vrac bretzels moyennes,Boehli,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1648.0,4.0,0.4,76.2,2.0,11.4,3.5,11.0
Sachet vrac Rondzels,Boehli,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1590.0,4.7,0.5,76.1,1.7,11.2,3.0,9.0
Mélange sticks bretzels,Boehli,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1594.0,3.0,1.0,76.0,2.0,11.0,3.0,11.0
Cubi assortiment cocktail,Boehli,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1778.0,11.0,4.3,69.0,2.7,10.2,2.6,16.0
Boîte collector avec tubo Sticks et Bretzels,Boehli,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1602.0,2.9,0.4,76.2,2.0,11.2,3.0,11.0
4 / 4 Cassoulet Timo,Timo,"Canned foods,Meals,Canned meals",France,523.0,5.8,2.2,8.7,0.2,7.5,0.6,1.0
4 Hachés de Bœuf et sachet d'assaisonnement spécial grillades,Charal,"Meats,Beef,Fresh meats",France,1055.0,20.0,9.3,0.5,0.0,18.0,0.46,14.0
Sardines à l'huile d'olive,Les dieux,"Canned foods,Seafood,Fishes,Canned fishes,Sardines,Canned sardines,Sardines in oil,Sardines in olive oil",France,987.0,14.0,3.9,0.0,0.0,23.0,0.29999999999999893,1.0
Filets de Maquereaux Muscadet AOC,Les DIEUX,"Seafood,Fishes,Fish fillets,Mackerels,Mackerel fillets,Mackerel fillets in white wine and herbs",France,958.0,17.5,4.1,0.5,0.4,17.3,0.72,4.0
Sardines de l'Ile de Ré,Le Trésor des Dieux,"Canned foods,Seafood,Fishes,Canned fishes,Sardines,Canned sardines,Sardines in oil,Sardines in olive oil",France,983.0,15.5,3.9,0.0,0.0,23.3,0.31,1.0
Fiers de nos sardines,le trésor des dieux,"Canned foods,Seafood,Fishes,Canned fishes,Sardines,Canned sardines,Sardines in oil,Sardines in olive oil",France,982.0,15.5,3.9,0.7,0.2,23.3,0.7,3.0
Bœuf charolais & carottes cuisinées,La Cuisine d'Océane,"Meals,Meat-based products,Meals with meat,Beef dishes,Microwave meals",France,283.0,2.3,0.5,3.9,3.0,6.9,0.6,-3.0
Veau de l'Aveyron et du Segala au Marengo,La Cuisine d'Océane,"Meals,Meat-based products,Meals with meat,Beef dishes,Veal meat dishes,fr:Veau marengo",France,356.0,4.3,0.6,4.9,2.3,5.6,0.7,1.0
Sardines de Noirmoutier,Le trésor des dieux,"Canned foods,Seafood,Fishes,Canned fishes,Sardines,Canned sardines,Sardines in oil,Sardines in olive oil",France,987.0,15.5,3.9,0.0,0.0,23.3,0.3,1.0
Rôti de Porc & Gratin Dauphinois,la Cuisine d'Océane,"Meals,Meat-based products,Meals with meat,Pork meals,Microwave meals",France,586.0,8.0,4.0,7.5,1.6,8.8,0.8,2.0
Steak haché Charolais & Purée à l'Emmental,La Cuisine d'Océane,"Meals,Meat-based products,Meals with meat,Beef dishes,Microwave meals",France,514.0,7.0,4.0,4.8,0.4,9.7,0.6,1.0
Sauté de Boeuf au Paprika & Semoule,La Cuisine d'Océane,"Meals,Meat-based products,Meals with meat,Savory semolina dishes,Beef dishes,Microwave meals",France,720.0,7.4,3.1,19.0,1.1,6.8,0.8,4.0
Émincés de Poulet à la Moutarde & Torsades,La Cuisine d'Océane,"Meals,Meat-based products,Pasta dishes,Meals with meat,Poultry meals,Meals with chicken,Microwave meals",France,707.0,9.4,1.3,14.0,0.6,6.9,0.9,2.0
Saucisses de Strasbourg & coquillettes,La Cuisine D'Océane,"Meals,Meat-based products,Pasta dishes,Meals with meat,Pork meals,Microwave meals",France,715.0,9.4,4.3,12.1,0.5,8.5,0.8,4.0
"Steak Haché, Sauce au Poivre et Purée de Pommes de Terre et Butternut Bio",La Cuisine d'Océane,"Meals,Meat-based products,Meals with meat,Beef dishes,Microwave meals",France,498.0,6.3,2.6,7.8,1.6,7.5,0.3,0.0
Filets de Maquereaux Escabèche,Les Dieux,"Canned foods,Seafood,Fishes,Canned fishes,Fish fillets,Mackerels,Mackerel fillets,Mackerel fillets in escabeche,Tinned Mackerels",France,933.0,15.2,4.5,9.2,1.7,12.1,0.7,4.0
Spaghettini à la Bolognaise,La Cuisine d'Océane,"Meals,Meat-based products,Pasta dishes,Meals with meat,Beef dishes,Microwave meals",France,531.0,5.5,1.3,11.4,0.6,6.1,0.6,1.0
Saumon Beurre blanc & Riz de Camargue,La Cuisine d'Océane,"Meals,Meals with fish,Rice dishes,Meals with salmon,Microwave meals",France,585.0,3.8,1.3,17.8,1.7,7.6,1.1,1.0
Dinde fermière & 5 légumes printaniers,La Cuisine d'Océane,"Meals,Meat-based products,Meals with meat,Poultry meals,Microwave meals,Turkey dishes",France,314.0,1.7,0.3,6.3,1.5,7.6,0.5,-4.0
Rillettes pur porc,"Normandie Délices Bio,Normandie Délices","Meats,Spreads,Prepared meats,Salted spreads,Rillettes,Potted meats,fr:Rillettes de viande rouge,Pork rillettes",France,1033.0,17.0,6.4,0.7,0.3,22.7,2.3,19.0
Mâche,"Atlantic,Marais","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Salads,Leaf vegetables,Corn salad,Leaf salads",France,84.0,1.0,1.0,18.0,1.0,12.0,0.0,-10.0
Corn Flakes Kellogg's,Kellogg's,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breakfasts,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Extruded flakes,Corn flakes",France,1604.0,0.9,0.2,84.0,8.0,7.0,1.778,9.0
Le Cabridoux Fromage De Chèvre à Tartiner 16%,Sèvre & Belle,"Dairies,Fermented foods,Spreads,Fermented milk products,Salted spreads,Cheeses,Goat cheeses,Cheese spreads",France,749.0,14.0,10.0,1.2999999523163,0.80000001192093,12.0,0.97500002384186,10.0
Fromage de chèvre,Sèvre & Belle,"Dairies,Fermented foods,Fermented milk products,Cheeses,Goat cheeses,Pasteurized cheeses",France,1293.0,25.0,18.0,2.9,0.5,18.0,1.5,14.0
La Baratte du Crémier,Sèvre & Belle Laiterie,"Dairies,Spreads,Fats,Spreadable fats,Animal fats,Milkfat,Dairy spread,Butters,Half-salted butter",France,3021.0,80.0,58.0,0.5,0.5,0.6,2.4,29.0
Sevre & Belle le Chevrot,Sèvre & Belle,"Dairies,Fermented foods,Fermented milk products,Cheeses,Goat cheeses",France,1222.0,24.0,18.0,1.0,0.5,18.0,1.7999999523163,15.0
Le Chevrot,Sevre & Belle,"Dairies,Fermented foods,Fermented milk products,Cheeses,Goat cheeses",France,1222.0,24.0,18.0,1.0,0.5,18.0,0.17499999701977,8.0
"Sevre et Belle, Plateau fromages de chevre Le Mini Chevrot",Sèvre & Belle,"Dairies,Fermented foods,Fermented milk products,Cheeses,Goat cheeses",France,1213.0,23.0,18.0,1.0,0.5,18.5,1.8,15.0
"Echire, beurre de baratte",Echiré,"Dairies,Spreads,Fats,Spreadable fats,Animal fats,Milkfat,Dairy spread,Butters,Pasteurized butters,Sweet cream butters",France,3046.0,82.0,60.0,0.5,0.4,0.4,0.0,19.0
"Echire, beurre de baratte d' excellence",Echiré,"Dairies,Spreads,Fats,Spreadable fats,Animal fats,Milkfat,Dairy spread,Butters,Half-salted butter",France,3025.0,80.0,58.0,0.2,0.2,0.5,1.8,26.0
Beurre Doux,Sèvre & Belle,"Dairies,Spreads,Fats,Spreadable fats,Animal fats,Milkfat,Dairy spread,Butters,Pasteurized butters,Sweet cream butters",France,3044.0,82.0,59.0,0.5,0.5,0.6,0.03,19.0
"La Baratte du Crémier, Beurre Cru aux Cristaux de Sel de Ré",Sèvre& Belle,"Dairies,Spreads,Fats,Spreadable fats,Animal fats,Milkfat,Dairy spread,Butters,Half-salted butter,fr:Beurres de baratte",France,3021.0,80.0,58.0,0.4,0.4,0.6,2.4,29.0
Le petit chevrot au lait cru,Sèvre & Belle,"Dairies,Fermented foods,Fermented milk products,Cheeses,Goat cheeses",France,1222.0,24.0,18.0,1.0,0.5,18.0,1.8,15.0
Lentilles vertes,Intermarché,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Seeds,Legume seeds,Pulses",France,1389.0,1.4,0.2,48.6,0.9,25.1,0.01,-11.0
Huile de pépins de raisin,Lesieur,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Fruit and fruit seed oils,Grape seed oils",France,3766.0,100.0,11.0,0.0,0.0,0.0,0.0,11.0
Lesieur Huile Pépin Raisin,Lesieur,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Fruit and fruit seed oils,Grape seed oils",France,3766.0,100.0,11.0,0.0,0.0,0.0,0.0,11.0
Jambon supérieur avec couenne,"Sans marque,S.C.O","Meats,Prepared meats,Hams,White hams",France,635.0,7.8,2.8,0.5,0.5,19.9,2.1,12.0
Jambon supérieur découenné dégraissé,"Sans marque,S.C.O","Meats,Prepared meats,Hams,White hams",France,502.0,4.0,1.6,0.8,0.8,20.0,1.975,5.0
Epaule cuite standard decouénné degraissé,"Sans marque,S.C.O","Meats,Prepared meats,fr:Charcuteries cuites,fr:epaule-cuite",France,537.0,6.0,2.5,3.5,3.5,15.0,3.0,13.0
Hot Dog,"Sans marque,S.C.O","Meats,Prepared meats,Sausages,French sausages,Strasbourg sausages,Industrial knacks",France,1168.0,25.0,9.2,2.3,2.1,12.0,3.5,22.0
L'Aligot de l'Aubrac,ALIGOT DE L'AUBRAC CREMERIE,"Meals,Aligots",France,750.0,13.0,8.6,8.3,0.5,7.5,0.77,12.0
"Dessert végétal, Noisettes Amandes (4 Pots)",Sojasun,"Desserts,Non-dairy desserts,Fresh foods,Soy desserts,fr:desserts-de-soja-noisettes-et-amandes",France,419.0,3.0,0.3,14.5,11.8,3.4,0.15,1.0
Œuf Entier Liquide Pasteurisé,Cocotine,"Farming products,Eggs,Chicken eggs,fr:ovo-produits,fr:oeufs-entiers-liquides",France,573.0,10.0,3.2,0.4,0.4,11.0,0.3,0.0
"Blancs En Neige (barq 2,2 l - 12 Parts)",Cocotine,"Farming products,Fresh foods,Eggs,Egg white,fr:ovo-produits",France,494.0,0.49,0.49,21.0,20.0,8.3,0.26,1.0
Œuf Entier Liquide,Cocotine,fr:oeufs-liquides,France,573.0,10.0,3.2,0.4,0.4,11.0,0.0299999999999999,-1.0
Blanc D'oeuf Pâtissier,Cocotine,"Farming products,Eggs,Egg white,fr:ovo-produits",France,197.0,0.1,0.1,0.8,0.8,11.0,0.4,-4.0
Flageolets verts extra fins,Gillet contres,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Canned plant-based foods,Canned legumes,Canned common beans,Canned flageolet beans",France,388.0,0.8,0.1,12.0,0.2,6.1,0.81,-4.0
Lentilles vertes du Val de loire,Gillet Contres,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Seeds,Legume seeds,Pulses,Lentils,Green lentils",France,1222.0,0.6,0.1,16.6,1.2,8.1,0.6,-4.0
Topinambours du val de Loire,Gillet Contres,"Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Canned vegetables,Jerusalem artichoke,fr:topinambours-en-conserve",France,343.0,0.7,0.0,16.1,9.6,1.8,0.6,-1.0
Colliers,"Zip & Zap,Patrelle","Snacks,Sweet snacks,Confectioneries,Candies,Gelified-candies",France,1536.0,1.7,1.6,88.0,86.0,0.0,0.01,15.0
Boule coco,Zip&zap,"Snacks,Sweet snacks,Confectioneries,Candies",France,1874.0,12.0,11.0,81.0,77.0,3.2,0.04,24.0
Spécialité de pomme madeleine,"Le jardin d'Orante,Marc Veyrat","Plant-based foods and beverages,Plant-based foods,Desserts,Fruits and vegetables based foods,Fruits based foods,Compotes,Compotes to drink",France,377.0,1.3,0.1,18.0,16.0,0.6,0.0,-2.0
Le Petit Cornichon Français à l'Estragon,Le Jardin d'Orante,"Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Pickles,Vegetables based foods,Canned vegetables,Plant-based pickles,Vegetable pickles,Pickled cucumbers,Gherkins,Pickled gherkins",France,54.0,0.3,0.0,0.6,0.1,1.0,1.9,3.0
Le Gros Cornichon Français Aigre Doux,"Le Jardin d'Orante,Marc Veyrat","Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Pickles,Vegetables based foods,Canned vegetables,Plant-based pickles,Vegetable pickles,Pickled cucumbers,Gherkins,Gherkins in sweet and sour sauce",France,138.0,0.3,0.2,4.4,3.0,0.9,2.9,5.0
Le XXL cornichon francais,le jardin d'Orante,"Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Pickles,Vegetables based foods,Canned vegetables,Plant-based pickles,Vegetable pickles,Pickled cucumbers,Gherkins",France,184.0,0.5,0.5,6.4,5.7,1.4,1.8,3.0
Lait fermenté,"Sans marque,Laita","Dairies,Milks,Pasteurised milks,Skimmed milks,fr:laits-fermentes",France,171.0,0.9,0.6,4.9,4.0,3.2,0.09,-1.0
Crème liquide UHT pour cuisiner et foissonner,Even,"Dairies,Fermented foods,Creams,Fermented milk products,Fermented creams,Sour creams,fr:Crèmes liquides",France,1402.0,35.0,22.3,3.1,3.1,2.0,0.09,14.0
Lait Ribot,Even,"Beverages,Dairies,Fermented foods,Fermented milk products,Dairy drinks,Milks,Fermented drinks,Fermented milk drinks,Pasteurised milks,Skimmed milks,Pasteurised skimmed milk",France,172.0,0.9,0.6,4.9,4.0,3.2,0.1,-1.0
Le Lait Ribot,Paysan breton,"Dairies,Fermented foods,Fermented milk products,Buttermilks,fr:laits-fermentes",France,255.0,3.4,2.3,4.5,4.0,3.2,0.09,1.0
Even Lait Frais Pasteurise Entier,"Laita,Éven","Dairies,Milks,Whole milks",France,280.0,3.7,2.5,4.8,3.6,3.3,0.09,0.0
Crêpes Bretonnes,Even,"Crêpes and galettes,Crêpes,fr:Crêpes de froment",France,1506.0,7.2,2.69,62.0,27.0,11.0,1.6,17.0
Camembert Le Kergall (23 % MG),Paysan Breton,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cow cheeses,Soft cheeses with bloomy rind,Camemberts,French cheeses,Pasteurized cheeses,Industrial cheese,Pasteurized camembert",France,1201.0,23.0,16.3,1.0,0.2,19.0,1.6,15.0
"Véritables andouillettes de Troyes, 2 pièces",Gilbert Lemelle,"Meats,Prepared meats,fr:Charcuteries cuites,fr:Andouillettes,fr:Andouillettes de Troyes",France,1093.0,22.0,10.0,0.5,0.5,16.5,2.0,20.0
4 Andouillettes Pur Porc,"Campanelle,Gilbert Lemelle","Meats,Prepared meats,fr:Charcuteries cuites,fr:Andouillettes",France,904.0,16.0,7.0,0.5,0.5,17.0,0.739999999999999,11.0
Sucre en Morceaux 1 kg,Saint louis sucre,"Sweeteners,Sugars,Granulated sugars,Lump sugar",France,1674.0,0.0,0.0,100.0,100.0,0.0,0.0,14.0
Petits morceaux de canne.,Saint-Louis,"Sweeteners,Sugars,Cane sugar",France,1674.0,0.0,0.0,100.0,100.0,0.0,0.0,14.0
Sucre cristal,Saint Louis,"Sweeteners,Sugars,fr:Sucres en poudre",France,1674.0,0.0,0.0,100.0,100.0,0.0,0.0,14.0
L'originale Cocktail,Jean Caby,"Meats,Prepared meats,Sausages,Cocktail sausage",France,1110.0,23.7,9.0,0.7,0.7,12.4,2.01,19.0
Saucisson cuit à l'ail,Caby,"Meats,Prepared meats,Cured sausages,Garlic sausage",France,1192.0,25.0,10.0,2.7,2.7,11.0,1.6,19.0
La Ch'tite Knack,Jean Caby,"Meats,Prepared meats,Sausages,French sausages,Strasbourg sausages,Industrial knacks",France,1149.0,25.0,9.4,1.2,0.7,12.5,1.9,20.0
1919 Saucisses Cocktails pur Porc sauce Ketchup,Jean Caby,"Meats,Prepared meats,Sausages,Cocktail sausage",France,1046.0,21.7,8.0,2.4,0.9,12.2,1.74,17.0
1919 Saucisses Cocktails 100% poulet Sauce Moutarde,Jean Caby,"Meats,Prepared meats,Sausages,Cocktail sausage",France,925.0,18.5,5.1,1.7,0.8,12.3,1.87,15.0
6 Knacks savoureuses 100% pur porc L'Originale,Jean Caby,"Meats,Prepared meats,Sausages,French sausages,Strasbourg sausages,Industrial knacks",France,1151.0,25.4,9.4,1.5,0.9,12.3,2.04,21.0
American Saucisses,Jean Caby,"Meats,Prepared meats,Sausages,French sausages,Strasbourg sausages,Industrial knacks",France,1075.0,22.8,8.5,1.4,0.9,12.2,1.83,19.0
La Française Les Mini Saucisses L'Originale,Jean Caby,"Meats,Prepared meats,Sausages,Cocktail sausage",France,1108.0,22.0,8.2,0.9,0.9,16.0,2.1,20.0
Saint Albray,Saint-Albray,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cow cheeses,French cheeses,Pasteurized cheeses,Soft cheeses with washed rind,Industrial cheese",France,1510.0,33.0,24.0,0.5,0.5,17.0,1.3,14.0
Saint Agur,"Saint Agur,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Blue-veined cheeses,French blue-veined cheeses",France,1493.0,33.0,23.0,0.5,0.5,16.0,2.2,18.0
Chaumes Le véritable,"Chaumes,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses",France,1410.0,29.0,21.0,0.5,0.5,19.0,2.2,18.0
Le Brebiou des Pyrénées,"Fromageries des Chaumes,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,French cheeses,Sheep's-milk cheeses",France,1140.0,23.0,16.0,0.5,0.5,17.0,1.5,14.0
Petit Tourtain,Leclerc,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Pasteurized cheeses",France,1105.0,20.0,15.0,0.5,0.5,21.0,1.5,14.0
Saint Albray ® (33% MG) Format Familial,Saint Albray,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cow cheeses,French cheeses,Pasteurized cheeses,Soft cheeses with washed rind,Industrial cheese",France,1510.0,33.0,24.0,0.0,0.0,17.0,1.3,14.0
CHAUMES LE CRÉMIER Crémeux et fondant,"Chaumes,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,French cheeses,Soft cheeses with washed rind",France,1194.0,24.0,17.0,0.5,0.5,18.0,1.875,16.0
Saint Agur l'intense,"Saint Agur,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Blue-veined cheeses,French blue-veined cheeses",France,1510.0,33.0,23.0,0.5,0.5,16.0,2.2000000476837003,18.0
Saint Albray (offre €co),Saint Albray,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Pasteurized cheeses,Industrial cheese",France,1510.0,33.0,24.0,0.5,0.5,17.0,1.3,14.0
Véritable Chaumes,"Chaumes,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses",France,1293.0,25.0,17.0,0.5,0.5,21.0,2.2,17.0
Saint Albray (34% M.G),Saint Albray,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,French cheeses,Pasteurized cheeses",France,1510.0,33.0,24.0,0.5,0.5,17.0,1.3,14.0
Saint Albray,"Saint Albray,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,French cheeses,Pasteurized cheeses,Soft cheeses with washed rind,Industrial cheese",France,1527.0,33.0,24.0,0.5,0.5,17.0,1.3,14.0
Saint Agur - généreux,"Saint Agur,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Blue-veined cheeses,French blue-veined cheeses",France,1510.0,33.0,23.0,0.5,0.5,16.0,2.1,18.0
Au Bouchon,"Fromageries des chaumes,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,French cheeses,Pasteurized cheeses,fr:fromages-a-pate-molle",France,1402.0,31.0,22.0,0.5,0.5,15.0,1.5,15.0
Saint Agur (33% MG),"Saint Agur,Fromagerie des Chaumes,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Blue-veined cheeses,Pasteurized cheeses,fr:saint-agur",France,1493.0,33.0,23.0,0.5,0.5,16.0,2.2,18.0
L'Original (+50g gratis),Chaumes,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Pasteurized cheeses,Soft cheeses with washed rind",France,1265.0,25.0,18.0,0.5,0.5,20.0,2.0,16.0
fromage pur brebis,"Etorki,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Pasteurized cheeses,Sheep's-milk cheeses,Sliced cheeses,Pyrénées cheeses",France,1573.0,32.0,22.0,0.5,0.5,22.0,1.5,15.0
Tomme de chèvre,Saint Loup,"Dairies,Fermented foods,Fermented milk products,Cheeses,Goat cheeses,fr:tomme-de-chevre",France,1515.0,30.0,21.0,0.4,0.4,23.0,1.4,15.0
Saint Albray - format familial,"Saint Albray,Fromagerie des Chaumes,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,French cheeses,Soft cheese with a natural rind",France,1527.0,33.0,24.0,0.5,0.5,17.0,1.3,14.0
Saint Albray,"Saint Albray,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Pasteurized cheeses",France,1527.0,33.0,24.0,0.5,0.5,17.0,1.3,14.0
Fromage à pâte molle l'Original,"Chaumes,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,fr:fromages-a-pate-molle",France,1276.0,25.0,18.0,0.5,0.5,20.0,2.0,16.0
Saint Albray légère,"Saint Albray,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,French cheeses,Soft cheese with a natural rind",France,1105.0,20.0,15.0,0.5,0.5,21.0,1.5,14.0
Chaumes - le véritable +25% gratuit,"Chaumes,Savencia","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses",France,1282.0,25.0,17.0,0.5,0.5,21.0,2.2,17.0
